ticker,name,url
BALKRISIND,Balkrishna Inds,https://www.screener.in/company/BALKRISIND/consolidated/
SUPREMEIND,Supreme Inds.,https://www.screener.in/company/SUPREMEIND/consolidated/
AJANTPHARM,Ajanta Pharma,https://www.screener.in/company/AJANTPHARM/consolidated/
PETRONET,Petronet LNG,https://www.screener.in/company/PETRONET/consolidated/
ENDURANCE,Endurance Tech.,https://www.screener.in/company/ENDURANCE/consolidated/
ASTRAL,Astral,https://www.screener.in/company/ASTRAL/consolidated/
JKCEMENT,J K Cements,https://www.screener.in/company/JKCEMENT/consolidated/
COCHINSHIP,Cochin Shipyard,https://www.screener.in/company/COCHINSHIP/
VOLTAS,Voltas,https://www.screener.in/company/VOLTAS/consolidated/
CONCOR,Container Corpn.,https://www.screener.in/company/CONCOR/consolidated/
AIAENG,AIA Engineering,https://www.screener.in/company/AIAENG/consolidated/
IRCTC,I R C T C,https://www.screener.in/company/IRCTC/
MEDANTA,Global Health,https://www.screener.in/company/MEDANTA/consolidated/
PAGEIND,Page Industries,https://www.screener.in/company/PAGEIND/
KPRMILL,K P R Mill Ltd,https://www.screener.in/company/KPRMILL/consolidated/
PIIND,P I Industries,https://www.screener.in/company/PIIND/consolidated/
GODREJIND,Godrej Industrie,https://www.screener.in/company/GODREJIND/consolidated/
PATANJALI,Patanjali Foods,https://www.screener.in/company/PATANJALI/
3MINDIA,3M India,https://www.screener.in/company/3MINDIA/
EXIDEIND,Exide Inds.,https://www.screener.in/company/EXIDEIND/consolidated/
NLCINDIA,NLC India,https://www.screener.in/company/NLCINDIA/consolidated/
LTTS,L&T Technology,https://www.screener.in/company/LTTS/consolidated/
HUDCO,H U D C O,https://www.screener.in/company/HUDCO/consolidated/
UBL,United Breweries,https://www.screener.in/company/UBL/consolidated/
DALBHARAT,Dalmia BharatLtd,https://www.screener.in/company/DALBHARAT/consolidated/
ITCHOTELS,ITC Hotels,https://www.screener.in/company/ITCHOTELS/consolidated/
ESCORTS,Escorts Kubota,https://www.screener.in/company/ESCORTS/consolidated/
HEXT,Hexaware Tech.,https://www.screener.in/company/HEXT/consolidated/
IREDA,Indian Renewable,https://www.screener.in/company/IREDA/
GODFRYPHLP,Godfrey Phillips,https://www.screener.in/company/GODFRYPHLP/consolidated/
JUBLFOOD,Jubilant Food.,https://www.screener.in/company/JUBLFOOD/consolidated/
CRISIL,CRISIL,https://www.screener.in/company/CRISIL/consolidated/
TATAINVEST,Tata Inv.Corpn.,https://www.screener.in/company/TATAINVEST/consolidated/
HONAUT,Honeywell Auto,https://www.screener.in/company/HONAUT/
NIACL,New India Assura,https://www.screener.in/company/NIACL/consolidated/
BLUESTARCO,Blue Star,https://www.screener.in/company/BLUESTARCO/consolidated/
LICHSGFIN,LIC Housing Fin.,https://www.screener.in/company/LICHSGFIN/consolidated/
APOLLOTYRE,Apollo Tyres,https://www.screener.in/company/APOLLOTYRE/consolidated/
AWL,AWL Agri Busine.,https://www.screener.in/company/AWL/consolidated/
SJVN,SJVN,https://www.screener.in/company/SJVN/consolidated/
ACC,ACC,https://www.screener.in/company/ACC/consolidated/
TATAELXSI,Tata Elxsi,https://www.screener.in/company/TATAELXSI/
KPITTECH,KPIT Technologi.,https://www.screener.in/company/KPITTECH/consolidated/
